Input_Len,Pred_Len,Rate,Model,Loss,Active_Features_Count,Active_Features
300,1500,30,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,SingleCross,TailMSE,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,300,30,SingleCross,FadeTailDist,1,056|era5_pressure_merged_650hPa_filtered_normalized|r
300,300,30,SingleCross,TailW1,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,300,30,SingleCross,FadeDist,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
300,300,30,SingleCross,RMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,300,30,SingleCross,W1,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,300,30,SingleCross,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,1500,30,SingleCross,TailMSE,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,1500,30,SingleCross,FadeTailDist,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
300,1500,30,SingleCross,TailW1,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
300,1500,30,SingleCross,FadeDist,1,054|era5_pressure_merged_650hPa_filtered_normalized|o3
300,1500,30,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,SingleCross,W1,1,045|era5_pressure_merged_200hPa_filtered_normalized|t
300,1500,30,SingleCross,W2,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
300,2100,30,SingleCross,TailMSE,1,063|era5_pressure_merged_650hPa_filtered_normalized|u
300,2100,30,SingleCross,FadeTailDist,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
300,2100,30,SingleCross,TailW1,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
300,2100,30,SingleCross,FadeDist,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
300,2100,30,SingleCross,RMSE,1,057|era5_pressure_merged_650hPa_filtered_normalized|ciwc
300,2100,30,SingleCross,W1,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
300,2100,30,SingleCross,W2,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,2700,30,SingleCross,TailMSE,1,001|era5_pressure_merged_1hPa_filtered_normalized|z
300,2700,30,SingleCross,FadeTailDist,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,2700,30,SingleCross,TailW1,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,2700,30,SingleCross,FadeDist,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
300,2700,30,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,SingleCross,W1,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
300,2700,30,SingleCross,W2,1,009|era5_pressure_merged_1hPa_filtered_normalized|w
300,900,30,SingleCross,TailMSE,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
300,900,30,SingleCross,FadeTailDist,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
300,900,30,SingleCross,TailW1,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
300,900,30,SingleCross,FadeDist,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
300,900,30,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,SingleCross,W1,1,024|era5_pressure_merged_30hPa_filtered_normalized|d
300,900,30,SingleCross,W2,1,035|era5_pressure_merged_30hPa_filtered_normalized|expver
900,1500,30,AGLSTM,TailMSE,1,213|era5_surface_merged_all_filter_normalized|blh
900,1500,30,AGLSTM,FadeTailDist,1,142|era5_surface_merged_all_filter_normalized|msl
900,1500,30,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
900,1500,30,AGLSTM,FadeDist,1,230|era5_surface_merged_all_filter_normalized|tcw
900,1500,30,AGLSTM,RMSE,1,230|era5_surface_merged_all_filter_normalized|tcw
900,1500,30,AGLSTM,W1,1,140|era5_surface_merged_all_filter_normalized|d2m
900,1500,30,AGLSTM,W2,1,156|era5_surface_merged_all_filter_normalized|alnip
900,2100,30,AGLSTM,TailMSE,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
900,2100,30,AGLSTM,FadeTailDist,1,040|era5_pressure_merged_200hPa_filtered_normalized|pv
900,2100,30,AGLSTM,TailW1,1,040|era5_pressure_merged_200hPa_filtered_normalized|pv
900,2100,30,AGLSTM,FadeDist,1,149|era5_surface_merged_all_filter_normalized|v100
900,2100,30,AGLSTM,RMSE,1,235|era5_surface_merged_all_filter_normalized|deg0l
900,2100,30,AGLSTM,W1,1,199|era5_surface_merged_all_filter_normalized|vima
900,2100,30,AGLSTM,W2,1,162|era5_surface_merged_all_filter_normalized|mcc
900,2700,30,AGLSTM,TailMSE,1,038|era5_pressure_merged_200hPa_filtered_normalized|z
900,2700,30,AGLSTM,FadeTailDist,1,157|era5_surface_merged_all_filter_normalized|aluvd
900,2700,30,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
900,2700,30,AGLSTM,FadeDist,1,038|era5_pressure_merged_200hPa_filtered_normalized|z
900,2700,30,AGLSTM,RMSE,1,160|era5_surface_merged_all_filter_normalized|hcc
900,2700,30,AGLSTM,W1,1,208|era5_surface_merged_all_filter_normalized|vipie
900,2700,30,AGLSTM,W2,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
900,900,30,AGLSTM,TailMSE,1,089|era5_surface_merged_all_filter_normalized|lspf
900,900,30,AGLSTM,FadeTailDist,1,140|era5_surface_merged_all_filter_normalized|d2m
900,900,30,AGLSTM,TailW1,1,089|era5_surface_merged_all_filter_normalized|lspf
900,900,30,AGLSTM,FadeDist,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,900,30,AGLSTM,RMSE,1,095|era5_surface_merged_all_filter_normalized|lgws
900,900,30,AGLSTM,W1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
900,900,30,AGLSTM,W2,1,141|era5_surface_merged_all_filter_normalized|t2m
900,1500,60,AGLSTM,TailMSE,1,220|era5_surface_merged_all_filter_normalized|zust
900,1500,60,AGLSTM,FadeTailDist,1,015|era5_pressure_merged_5hPa_filtered_normalized|pv
900,1500,60,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
900,1500,60,AGLSTM,FadeDist,1,126|era5_surface_merged_all_filter_normalized|avg_snlwrfcs
900,1500,60,AGLSTM,RMSE,1,062|era5_pressure_merged_650hPa_filtered_normalized|t
900,1500,60,AGLSTM,W1,1,235|era5_surface_merged_all_filter_normalized|deg0l
900,1500,60,AGLSTM,W2,1,101|era5_surface_merged_all_filter_normalized|avg_ibld
900,2100,60,AGLSTM,TailMSE,1,072|era5_surface_merged_all_filter_normalized|ssr
900,2100,60,AGLSTM,FadeTailDist,1,149|era5_surface_merged_all_filter_normalized|v100
900,2100,60,AGLSTM,TailW1,1,039|era5_pressure_merged_200hPa_filtered_normalized|o3
900,2100,60,AGLSTM,FadeDist,1,155|era5_surface_merged_all_filter_normalized|alnid
900,2100,60,AGLSTM,RMSE,1,235|era5_surface_merged_all_filter_normalized|deg0l
900,2100,60,AGLSTM,W1,1,140|era5_surface_merged_all_filter_normalized|d2m
900,2100,60,AGLSTM,W2,1,210|era5_surface_merged_all_filter_normalized|vit
900,2700,60,AGLSTM,TailMSE,1,208|era5_surface_merged_all_filter_normalized|vipie
900,2700,60,AGLSTM,FadeTailDist,1,157|era5_surface_merged_all_filter_normalized|aluvd
900,2700,60,AGLSTM,TailW1,1,079|era5_surface_merged_all_filter_normalized|strdc
900,2700,60,AGLSTM,FadeDist,1,235|era5_surface_merged_all_filter_normalized|deg0l
900,2700,60,AGLSTM,RMSE,1,059|era5_pressure_merged_650hPa_filtered_normalized|q
900,2700,60,AGLSTM,W1,1,208|era5_surface_merged_all_filter_normalized|vipie
900,2700,60,AGLSTM,W2,1,139|era5_surface_merged_all_filter_normalized|v10
900,900,60,AGLSTM,TailMSE,1,229|era5_surface_merged_all_filter_normalized|tcslw
900,900,60,AGLSTM,FadeTailDist,1,175|era5_surface_merged_all_filter_normalized|ptype
900,900,60,AGLSTM,TailW1,1,095|era5_surface_merged_all_filter_normalized|lgws
900,900,60,AGLSTM,FadeDist,1,175|era5_surface_merged_all_filter_normalized|ptype
900,900,60,AGLSTM,RMSE,1,156|era5_surface_merged_all_filter_normalized|alnip
900,900,60,AGLSTM,W1,1,236|era5_surface_merged_all_filter_normalized|mx2t
900,900,60,AGLSTM,W2,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
900,1500,30,FiLMLSTM,TailMSE,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
900,1500,30,FiLMLSTM,FadeTailDist,1,238|era5_surface_merged_all_filter_normalized|fg10
900,1500,30,FiLMLSTM,TailW1,1,162|era5_surface_merged_all_filter_normalized|mcc
900,1500,30,FiLMLSTM,FadeDist,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
900,1500,30,FiLMLSTM,RMSE,1,200|era5_surface_merged_all_filter_normalized|vimat
900,1500,30,FiLMLSTM,W1,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
900,1500,30,FiLMLSTM,W2,1,058|era5_pressure_merged_650hPa_filtered_normalized|clwc
900,2100,30,FiLMLSTM,TailMSE,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
900,2100,30,FiLMLSTM,FadeTailDist,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2100,30,FiLMLSTM,TailW1,1,238|era5_surface_merged_all_filter_normalized|fg10
900,2100,30,FiLMLSTM,FadeDist,1,200|era5_surface_merged_all_filter_normalized|vimat
900,2100,30,FiLMLSTM,RMSE,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2100,30,FiLMLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
900,2100,30,FiLMLSTM,W2,1,200|era5_surface_merged_all_filter_normalized|vimat
900,2700,30,FiLMLSTM,TailMSE,1,212|era5_surface_merged_all_filter_normalized|vitoe
900,2700,30,FiLMLSTM,FadeTailDist,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2700,30,FiLMLSTM,TailW1,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2700,30,FiLMLSTM,FadeDist,1,154|era5_surface_merged_all_filter_normalized|ishf
900,2700,30,FiLMLSTM,RMSE,1,139|era5_surface_merged_all_filter_normalized|v10
900,2700,30,FiLMLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
900,2700,30,FiLMLSTM,W2,1,058|era5_pressure_merged_650hPa_filtered_normalized|clwc
900,900,30,FiLMLSTM,TailMSE,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
900,900,30,FiLMLSTM,FadeTailDist,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,900,30,FiLMLSTM,TailW1,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
900,900,30,FiLMLSTM,FadeDist,1,200|era5_surface_merged_all_filter_normalized|vimat
900,900,30,FiLMLSTM,RMSE,1,079|era5_surface_merged_all_filter_normalized|strdc
900,900,30,FiLMLSTM,W1,1,155|era5_surface_merged_all_filter_normalized|alnid
900,900,30,FiLMLSTM,W2,1,101|era5_surface_merged_all_filter_normalized|avg_ibld
900,1500,60,FiLMLSTM,TailMSE,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
900,1500,60,FiLMLSTM,FadeTailDist,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
900,1500,60,FiLMLSTM,TailW1,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
900,1500,60,FiLMLSTM,FadeDist,1,075|era5_surface_merged_all_filter_normalized|strc
900,1500,60,FiLMLSTM,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
900,1500,60,FiLMLSTM,W1,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
900,1500,60,FiLMLSTM,W2,1,154|era5_surface_merged_all_filter_normalized|ishf
900,2100,60,FiLMLSTM,TailMSE,1,157|era5_surface_merged_all_filter_normalized|aluvd
900,2100,60,FiLMLSTM,FadeTailDist,1,200|era5_surface_merged_all_filter_normalized|vimat
900,2100,60,FiLMLSTM,TailW1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,2100,60,FiLMLSTM,FadeDist,1,013|era5_pressure_merged_5hPa_filtered_normalized|z
900,2100,60,FiLMLSTM,RMSE,1,075|era5_surface_merged_all_filter_normalized|strc
900,2100,60,FiLMLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
900,2100,60,FiLMLSTM,W2,1,141|era5_surface_merged_all_filter_normalized|t2m
900,2700,60,FiLMLSTM,TailMSE,1,212|era5_surface_merged_all_filter_normalized|vitoe
900,2700,60,FiLMLSTM,FadeTailDist,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2700,60,FiLMLSTM,TailW1,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2700,60,FiLMLSTM,FadeDist,1,200|era5_surface_merged_all_filter_normalized|vimat
900,2700,60,FiLMLSTM,RMSE,1,200|era5_surface_merged_all_filter_normalized|vimat
900,2700,60,FiLMLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
900,2700,60,FiLMLSTM,W2,1,139|era5_surface_merged_all_filter_normalized|v10
900,900,60,FiLMLSTM,TailMSE,1,149|era5_surface_merged_all_filter_normalized|v100
900,900,60,FiLMLSTM,FadeTailDist,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
900,900,60,FiLMLSTM,TailW1,1,180|era5_surface_merged_all_filter_normalized|sd
900,900,60,FiLMLSTM,FadeDist,1,105|era5_surface_merged_all_filter_normalized|avg_ie
900,900,60,FiLMLSTM,RMSE,1,085|era5_surface_merged_all_filter_normalized|ttrc
900,900,60,FiLMLSTM,W1,1,236|era5_surface_merged_all_filter_normalized|mx2t
900,900,60,FiLMLSTM,W2,1,085|era5_surface_merged_all_filter_normalized|ttrc
900,900,30,Fusion,TailMSE,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
900,900,30,Fusion,FadeTailDist,1,139|era5_surface_merged_all_filter_normalized|v10
900,900,30,Fusion,TailW1,1,042|era5_pressure_merged_200hPa_filtered_normalized|ciwc
900,900,30,Fusion,FadeDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,900,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,900,30,Fusion,W1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,900,30,Fusion,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,1500,30,Fusion,TailMSE,1,003|era5_pressure_merged_1hPa_filtered_normalized|pv
900,1500,30,Fusion,FadeTailDist,1,149|era5_surface_merged_all_filter_normalized|v100
900,1500,30,Fusion,TailW1,1,149|era5_surface_merged_all_filter_normalized|v100
900,1500,30,Fusion,FadeDist,1,177|era5_surface_merged_all_filter_normalized|lssfr
900,1500,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,1500,30,Fusion,W1,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
900,1500,30,Fusion,W2,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
900,2100,30,Fusion,TailMSE,1,024|era5_pressure_merged_30hPa_filtered_normalized|d
900,2100,30,Fusion,FadeTailDist,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
900,2100,30,Fusion,TailW1,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
900,2100,30,Fusion,FadeDist,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,2100,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,2100,30,Fusion,W1,1,115|era5_surface_merged_all_filter_normalized|avg_tsrwe
900,2100,30,Fusion,W2,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
900,2700,30,Fusion,TailMSE,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
900,2700,30,Fusion,FadeTailDist,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
900,2700,30,Fusion,TailW1,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
900,2700,30,Fusion,FadeDist,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
900,2700,30,Fusion,RMSE,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
900,2700,30,Fusion,W1,1,003|era5_pressure_merged_1hPa_filtered_normalized|pv
900,2700,30,Fusion,W2,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
900,1500,60,Fusion,TailMSE,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
900,1500,60,Fusion,FadeTailDist,1,098|era5_surface_merged_all_filter_normalized|mgws
900,1500,60,Fusion,TailW1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,1500,60,Fusion,FadeDist,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
900,1500,60,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,1500,60,Fusion,W1,1,139|era5_surface_merged_all_filter_normalized|v10
900,1500,60,Fusion,W2,1,026|era5_pressure_merged_30hPa_filtered_normalized|o3
900,2100,60,Fusion,TailMSE,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
900,2100,60,Fusion,FadeTailDist,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
900,2100,60,Fusion,TailW1,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
900,2100,60,Fusion,FadeDist,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
900,2100,60,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,2100,60,Fusion,W1,1,213|era5_surface_merged_all_filter_normalized|blh
900,2100,60,Fusion,W2,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
900,2700,60,Fusion,TailMSE,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
900,2700,60,Fusion,FadeTailDist,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
900,2700,60,Fusion,TailW1,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
900,2700,60,Fusion,FadeDist,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
900,2700,60,Fusion,RMSE,1,027|era5_pressure_merged_30hPa_filtered_normalized|pv
900,2700,60,Fusion,W1,1,001|era5_pressure_merged_1hPa_filtered_normalized|z
900,2700,60,Fusion,W2,1,037|era5_pressure_merged_200hPa_filtered_normalized|cc
900,900,60,Fusion,TailMSE,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
900,900,60,Fusion,FadeTailDist,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
900,900,60,Fusion,TailW1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,900,60,Fusion,FadeDist,1,144|era5_surface_merged_all_filter_normalized|istl1
900,900,60,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,900,60,Fusion,W1,1,051|era5_pressure_merged_650hPa_filtered_normalized|d
900,900,60,Fusion,W2,1,098|era5_surface_merged_all_filter_normalized|mgws
900,900,30,NoPosEnc,TailMSE,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
900,900,30,NoPosEnc,FadeTailDist,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,900,30,NoPosEnc,TailW1,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
900,900,30,NoPosEnc,FadeDist,1,023|era5_pressure_merged_5hPa_filtered_normalized|expver
900,900,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,900,30,NoPosEnc,W1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,900,30,NoPosEnc,W2,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
900,1500,30,NoPosEnc,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,1500,30,NoPosEnc,FadeTailDist,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
900,1500,30,NoPosEnc,TailW1,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
900,1500,30,NoPosEnc,FadeDist,1,034|era5_pressure_merged_30hPa_filtered_normalized|vo
900,1500,30,NoPosEnc,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
900,1500,30,NoPosEnc,W1,1,034|era5_pressure_merged_30hPa_filtered_normalized|vo
900,1500,30,NoPosEnc,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,2100,30,NoPosEnc,TailMSE,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
900,2100,30,NoPosEnc,FadeTailDist,1,009|era5_pressure_merged_1hPa_filtered_normalized|w
900,2100,30,NoPosEnc,TailW1,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
900,2100,30,NoPosEnc,FadeDist,1,040|era5_pressure_merged_200hPa_filtered_normalized|pv
900,2100,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
900,2100,30,NoPosEnc,W1,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
900,2100,30,NoPosEnc,W2,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
900,2700,30,NoPosEnc,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,2700,30,NoPosEnc,FadeTailDist,1,134|era5_surface_merged_all_filter_normalized|avg_tnswrf
900,2700,30,NoPosEnc,TailW1,1,023|era5_pressure_merged_5hPa_filtered_normalized|expver
900,2700,30,NoPosEnc,FadeDist,1,149|era5_surface_merged_all_filter_normalized|v100
900,2700,30,NoPosEnc,RMSE,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,2700,30,NoPosEnc,W1,1,098|era5_surface_merged_all_filter_normalized|mgws
900,2700,30,NoPosEnc,W2,1,063|era5_pressure_merged_650hPa_filtered_normalized|u
900,1500,60,NoPosEnc,TailMSE,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
900,1500,60,NoPosEnc,FadeTailDist,1,098|era5_surface_merged_all_filter_normalized|mgws
900,1500,60,NoPosEnc,TailW1,1,057|era5_pressure_merged_650hPa_filtered_normalized|ciwc
900,1500,60,NoPosEnc,FadeDist,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
900,1500,60,NoPosEnc,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
900,1500,60,NoPosEnc,W1,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
900,1500,60,NoPosEnc,W2,1,033|era5_pressure_merged_30hPa_filtered_normalized|w
900,2100,60,NoPosEnc,TailMSE,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
900,2100,60,NoPosEnc,FadeTailDist,1,003|era5_pressure_merged_1hPa_filtered_normalized|pv
900,2100,60,NoPosEnc,TailW1,1,115|era5_surface_merged_all_filter_normalized|avg_tsrwe
900,2100,60,NoPosEnc,FadeDist,1,001|era5_pressure_merged_1hPa_filtered_normalized|z
900,2100,60,NoPosEnc,RMSE,1,150|era5_surface_merged_all_filter_normalized|u10n
900,2100,60,NoPosEnc,W1,1,098|era5_surface_merged_all_filter_normalized|mgws
900,2100,60,NoPosEnc,W2,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
900,2700,60,NoPosEnc,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,2700,60,NoPosEnc,FadeTailDist,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
900,2700,60,NoPosEnc,TailW1,1,053|era5_pressure_merged_650hPa_filtered_normalized|z
900,2700,60,NoPosEnc,FadeDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
900,2700,60,NoPosEnc,RMSE,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
900,2700,60,NoPosEnc,W1,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,2700,60,NoPosEnc,W2,1,037|era5_pressure_merged_200hPa_filtered_normalized|cc
900,900,60,NoPosEnc,TailMSE,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
900,900,60,NoPosEnc,FadeTailDist,1,033|era5_pressure_merged_30hPa_filtered_normalized|w
900,900,60,NoPosEnc,TailW1,1,054|era5_pressure_merged_650hPa_filtered_normalized|o3
900,900,60,NoPosEnc,FadeDist,1,092|era5_surface_merged_all_filter_normalized|sf
900,900,60,NoPosEnc,RMSE,1,238|era5_surface_merged_all_filter_normalized|fg10
900,900,60,NoPosEnc,W1,1,149|era5_surface_merged_all_filter_normalized|v100
900,900,60,NoPosEnc,W2,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
900,900,30,NoTempAttn,TailMSE,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
900,900,30,NoTempAttn,FadeTailDist,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,900,30,NoTempAttn,TailW1,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
900,900,30,NoTempAttn,FadeDist,1,024|era5_pressure_merged_30hPa_filtered_normalized|d
900,900,30,NoTempAttn,RMSE,1,237|era5_surface_merged_all_filter_normalized|mn2t
900,900,30,NoTempAttn,W1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,1500,30,NoTempAttn,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
900,1500,30,NoTempAttn,FadeTailDist,1,057|era5_pressure_merged_650hPa_filtered_normalized|ciwc
900,1500,30,NoTempAttn,TailW1,1,053|era5_pressure_merged_650hPa_filtered_normalized|z
900,1500,30,NoTempAttn,FadeDist,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
900,1500,30,NoTempAttn,RMSE,1,238|era5_surface_merged_all_filter_normalized|fg10
900,1500,30,NoTempAttn,W1,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
